datetime,wma_9,wma_20,wma_55,hma_21,hma_55,stoch_k_14_3_3,stoch_d_14_3_3,atr_14
2024-01-03 05:00:00+00:00,2062.028222222222,2063.190857142857,,2058.6392848484843,,50.18936982138001,36.349319204162505,4.346114263528503
2024-01-03 06:00:00+00:00,2062.741333333334,2063.1097142857143,,2059.873116305916,,59.36016999276318,48.6497423652802,4.127106101847877
2024-01-03 07:00:00+00:00,2063.229555555555,2063.000476190476,,2061.1286193362193,,58.39317523936764,55.98090501783694,4.023027094573034
2024-01-03 08:00:00+00:00,2063.705111111111,2062.962952380952,,2062.302756132756,,60.240101953316746,59.33114906181586,3.8892394449606806
2024-01-03 09:00:00+00:00,2063.740888888889,2062.8425714285713,,2063.1837898989893,,58.42729760064966,59.020191597778016,3.8714366274634804
2024-01-03 10:00:00+00:00,2063.1295555555557,2062.5181428571427,,2063.51731024531,,49.023087721036966,55.89682909166779,3.9941911540732096
2024-01-03 11:00:00+00:00,2061.8613333333333,2061.930380952381,,2063.109713708514,,34.35091487488063,47.26710006552241,4.170320357353697
2024-01-03 12:00:00+00:00,2060.2786666666666,2061.211714285714,,2061.997007792207,,21.983800874516163,35.11926782347792,4.208868903257007
2024-01-03 13:00:00+00:00,2057.429777777778,2059.8649523809527,,2059.778423088023,,14.947646449398212,23.760787399598332,4.558949695881515
2024-01-03 14:00:00+00:00,2054.560888888889,2058.436238095238,,2056.7491503607503,,13.134824710779023,16.688757344897798,4.716881860461405
